frame,player_id,team,x,y
7,9,1,1614,668
7,15,1,1353,482
7,8,1,1019,493
7,18,1,902,392
7,19,2,1191,383
7,5,2,1370,868
7,7,2,377,784
7,13,1,1301,431
7,11,1,560,738
7,1,1,921,683
7,22,2,1197,757
7,16,1,1107,331
7,14,2,792,456
7,12,2,1252,448
8,4,2,386,336
8,10,1,359,533
8,6,2,643,639
8,3,2,244,557
8,1,1,927,685
8,8,1,1021,493
8,18,1,905,393
8,19,2,1193,384
8,15,1,1356,481
8,9,1,1619,670
8,7,2,376,786
8,11,1,559,737
8,13,1,1303,431
8,5,2,1364,871
8,22,2,1197,758
8,16,1,1107,331
8,14,2,792,456
8,23,2,1262,467
8,12,2,1251,446
9,1,1,938,686
9,4,2,385,336
9,22,2,1199,758
9,6,2,646,640
9,10,1,359,533
9,18,1,906,394
9,7,2,376,787
9,3,2,244,557
9,8,1,1023,492
9,15,1,1358,481
9,11,1,560,738
9,5,2,1357,873
9,19,2,1198,384
9,13,1,1303,431
9,23,2,1263,467
9,14,2,792,456
9,9,1,1623,673
9,16,1,1107,333
10,1,1,947,686
10,10,1,360,533
10,4,2,386,336
10,6,2,652,641
10,18,1,909,394
10,7,2,375,789
10,3,2,246,557
10,11,1,560,739
10,15,1,1360,482
10,19,2,1202,385
10,5,2,1347,875
10,8,1,1026,492
10,13,1,1306,431
10,23,2,1265,468
10,22,2,1203,760
10,14,2,792,456
10,9,1,1626,675
10,16,1,1107,329
11,10,1,361,534
11,4,2,386,337
11,18,1,911,394
11,3,2,249,557
11,7,2,375,790
11,5,2,1334,878
11,11,1,561,741
11,23,2,1267,468
11,1,1,965,689
11,19,2,1205,386
11,8,1,1027,493
11,13,1,1308,431
11,9,1,1628,675
11,15,1,1363,483
11,14,2,792,456
11,17,2,1233,761
11,16,1,1115,335
11,6,2,658,641
11,22,2,1215,773
12,10,1,362,534
12,4,2,386,338
12,11,1,562,743
12,18,1,911,395
12,9,1,1630,678
12,7,2,373,790
12,3,2,249,558
12,1,1,966,693
12,5,2,1321,877
12,23,2,1268,468
12,13,1,1310,431
12,16,1,1116,335
12,14,2,793,456
12,15,1,1365,484
12,8,1,1029,494
12,17,2,1241,758
12,6,2,664,631
12,19,2,1208,385
13,10,1,363,534
13,4,2,386,338
13,9,1,1633,682
13,11,1,563,746
13,3,2,249,558
13,5,2,1317,876
13,23,2,1271,469
13,1,1,977,694
13,15,1,1371,486
13,7,2,372,791
13,13,1,1311,431
13,18,1,915,395
13,16,1,1117,336
13,14,2,793,454
13,6,2,667,641
13,19,2,1210,385
13,17,2,1239,760
13,22,2,1236,766
13,8,1,1031,495
14,4,2,387,339
14,6,2,671,643
14,10,1,364,535
14,1,1,985,693
14,11,1,563,748
14,9,1,1636,685
14,3,2,251,558
14,13,1,1313,431
14,23,2,1272,469
14,15,1,1377,486
14,16,1,1121,337
14,22,2,1241,767
14,7,2,368,790
14,5,2,1307,873
14,14,2,793,456
14,19,2,1215,384
14,18,1,917,396
15,4,2,387,339
15,11,1,565,750
15,6,2,677,643
15,1,1,989,694
15,5,2,1295,876
15,22,2,1249,771
15,9,1,1638,687
15,16,1,1122,337
15,3,2,251,558
15,13,1,1315,432
15,15,1,1383,486
15,23,2,1274,470
15,10,1,365,537
15,7,2,365,789
15,14,2,794,457
15,29,2,969,251
15,19,2,1217,384
15,8,1,1037,498
15,18,1,921,397
16,11,1,567,751
16,6,2,682,646
16,4,2,387,339
16,15,1,1386,486
16,16,1,1123,338
16,7,2,362,789
16,22,2,1252,771
16,1,1,994,695
16,3,2,252,559
16,13,1,1317,431
16,23,2,1278,470
16,9,1,1641,693
16,14,2,794,458
16,5,2,1281,876
16,29,2,970,251
16,8,1,1038,499
16,10,1,368,537
16,19,2,1219,384
16,18,1,922,397
17,6,2,684,648
17,11,1,567,751
17,15,1,1388,486
17,4,2,387,340
17,1,1,1001,699
17,16,1,1124,338
17,7,2,360,789
17,9,1,1643,698
17,13,1,1318,431
17,3,2,253,559
17,23,2,1280,470
17,8,1,1040,500
17,14,2,795,459
17,29,2,973,251
17,22,2,1260,774
17,19,2,1223,386
17,5,2,1270,878
17,10,1,371,537
17,18,1,923,397
18,6,2,690,649
18,15,1,1391,486
18,11,1,570,750
18,4,2,387,340
18,16,1,1127,338
18,1,1,1010,701
18,7,2,359,791
18,9,1,1645,700
18,13,1,1319,432
18,3,2,255,560
18,29,2,973,251
18,8,1,1041,500
18,19,2,1224,386
18,5,2,1268,879
18,23,2,1283,470
18,14,2,796,459
18,22,2,1265,795
18,10,1,372,538
18,18,1,925,398
19,11,1,571,750
19,4,2,387,340
19,15,1,1393,487
19,6,2,695,649
19,1,1,1019,704
19,16,1,1129,338
19,7,2,357,792
19,5,2,1254,879
19,9,1,1644,701
19,8,1,1042,502
19,3,2,257,560
19,19,2,1227,386
19,29,2,973,251
19,13,1,1322,433
19,17,2,1267,756
19,14,2,797,459
19,23,2,1284,469
19,22,2,1262,800
19,10,1,373,538
19,18,1,928,398
20,11,1,573,749
20,4,2,387,340
20,1,1,1025,708
20,7,2,356,793
20,15,1,1398,487
20,16,1,1130,340
20,8,1,1043,503
20,29,2,974,252
20,9,1,1644,701
20,5,2,1241,879
20,19,2,1229,387
20,3,2,257,561
20,18,1,930,396
20,6,2,698,650
20,14,2,797,461
20,23,2,1285,469
20,13,1,1323,432
20,22,2,1262,805
20,17,2,1269,754
20,31,2,1267,771
20,10,1,374,539
21,7,2,355,797
21,5,2,1233,879
21,11,1,575,747
21,4,2,387,340
21,18,1,934,398
21,16,1,1135,340
21,8,1,1047,503
21,29,2,975,252
21,1,1,1029,711
21,9,1,1645,702
21,15,1,1400,486
21,3,2,256,561
21,6,2,703,651
21,19,2,1233,387
21,14,2,798,461
21,10,1,377,538
21,17,2,1270,750
21,22,2,1263,814
21,23,2,1287,470
21,13,1,1325,435
22,7,2,353,800
22,5,2,1224,879
22,4,2,387,340
22,18,1,934,399
22,11,1,579,745
22,6,2,706,652
22,29,2,976,252
22,8,1,1047,505
22,9,1,1645,704
22,1,1,1036,711
22,3,2,257,562
22,19,2,1234,388
22,10,1,378,538
22,17,2,1271,748
22,14,2,800,461
22,15,1,1403,488
22,16,1,1137,340
22,22,2,1265,815
22,23,2,1288,469
22,13,1,1326,435
23,5,2,1214,878
23,6,2,711,654
23,4,2,386,340
23,11,1,587,746
23,1,1,1045,712
23,18,1,935,400
23,7,2,349,802
23,29,2,976,252
23,8,1,1049,506
23,9,1,1646,707
23,15,1,1408,489
23,10,1,379,539
23,3,2,257,562
23,19,2,1235,388
23,17,2,1272,747
23,22,2,1267,817
23,14,2,801,461
23,16,1,1140,339
23,23,2,1291,469
23,13,1,1326,436
24,11,1,596,745
24,7,2,347,805
24,1,1,1054,712
24,18,1,937,399
24,5,2,1201,879
24,6,2,716,655
24,4,2,387,341
24,29,2,977,253
24,9,1,1646,709
24,8,1,1052,507
24,15,1,1415,489
24,10,1,381,538
24,3,2,258,563
24,19,2,1237,388
24,16,1,1147,339
24,22,2,1272,821
24,17,2,1274,748
24,23,2,1292,471
24,14,2,802,461
24,13,1,1331,436
25,11,1,600,744
25,1,1,1062,714
25,6,2,718,658
25,18,1,938,399
25,8,1,1054,509
25,4,2,387,342
25,7,2,346,806
25,15,1,1420,489
25,9,1,1647,710
25,10,1,383,539
25,5,2,1180,881
25,29,2,980,253
25,3,2,259,563
25,19,2,1238,388
25,22,2,1277,821
25,23,2,1292,472
25,17,2,1275,749
25,16,1,1150,339
25,14,2,803,461
25,13,1,1333,435
26,1,1,1067,716
26,6,2,723,660
26,11,1,608,741
26,4,2,387,341
26,18,1,939,398
26,8,1,1054,509
26,7,2,345,806
26,9,1,1647,713
26,15,1,1422,490
26,5,2,1165,883
26,10,1,384,538
26,29,2,981,253
26,3,2,260,563
26,17,2,1276,749
26,19,2,1241,388
26,23,2,1293,471
26,16,1,1154,338
26,22,2,1276,826
26,13,1,1333,434
26,14,2,803,460
27,6,2,731,661
27,5,2,1156,880
27,11,1,611,741
27,9,1,1648,716
27,1,1,1069,718
27,4,2,387,341
27,8,1,1056,509
27,18,1,940,399
27,10,1,387,539
27,16,1,1157,339
27,15,1,1425,489
27,7,2,344,808
27,17,2,1277,747
27,29,2,982,253
27,22,2,1275,832
27,19,2,1244,389
27,3,2,259,563
27,23,2,1295,471
27,13,1,1336,434
27,14,2,805,460
28,9,1,1650,717
28,11,1,611,742
28,5,2,1144,878
28,1,1,1069,718
28,17,2,1276,746
28,16,1,1158,339
28,18,1,944,399
28,4,2,387,342
28,8,1,1059,509
28,10,1,387,540
28,22,2,1273,835
28,7,2,341,808
28,3,2,259,563
28,15,1,1431,490
28,29,2,984,254
28,13,1,1338,434
28,19,2,1245,389
28,6,2,736,663
28,23,2,1297,470
28,14,2,812,454
29,11,1,615,741
29,5,2,1139,877
29,9,1,1648,718
29,22,2,1275,838
29,17,2,1274,746
29,8,1,1060,511
29,16,1,1160,338
29,18,1,944,400
29,4,2,387,342
29,1,1,1071,718
29,7,2,334,812
29,10,1,388,541
29,3,2,260,564
29,23,2,1299,469
29,13,1,1339,435
29,29,2,985,254
29,15,1,1433,488
29,19,2,1247,389
29,6,2,740,665
29,14,2,812,454
30,11,1,622,739
30,22,2,1274,840
30,9,1,1643,720
30,8,1,1062,512
30,4,2,387,342
30,18,1,945,400
30,17,2,1274,746
30,16,1,1166,341
30,1,1,1071,718
30,10,1,390,541
30,23,2,1301,470
30,6,2,742,667
30,7,2,329,813
30,3,2,260,564
30,13,1,1339,434
30,29,2,986,253
30,15,1,1434,490
30,5,2,1127,876
30,19,2,1247,390
30,14,2,812,453
31,22,2,1273,842
31,11,1,626,738
31,9,1,1639,721
31,8,1,1063,514
31,4,2,387,342
31,1,1,1071,717
31,10,1,390,542
31,6,2,744,669
31,18,1,948,400
31,17,2,1273,747
31,23,2,1303,471
31,13,1,1342,436
31,7,2,317,813
31,16,1,1171,342
31,3,2,259,563
31,15,1,1438,492
31,29,2,987,254
31,5,2,1113,876
31,14,2,812,452
32,9,1,1637,722
32,22,2,1271,844
32,4,2,388,343
32,10,1,391,542
32,8,1,1065,516
32,1,1,1072,716
32,11,1,628,739
32,23,2,1303,470
32,17,2,1273,747
32,6,2,747,672
32,18,1,948,402
32,13,1,1343,436
32,3,2,259,564
32,7,2,311,813
32,15,1,1439,492
32,16,1,1171,343
32,29,2,989,254
32,5,2,1093,873
32,14,2,812,453
33,9,1,1634,722
33,1,1,1069,714
33,4,2,389,343
33,22,2,1260,845
33,10,1,392,542
33,23,2,1304,473
33,11,1,631,739
33,6,2,749,674
33,17,2,1271,744
33,7,2,308,812
33,18,1,949,402
33,8,1,1066,518
33,13,1,1342,436
33,3,2,259,566
33,15,1,1443,494
33,29,2,990,255
33,5,2,1083,875
33,14,2,812,453
33,16,1,1173,343
34,1,1,1068,715
34,4,2,389,343
34,9,1,1630,724
34,7,2,304,810
34,6,2,751,674
34,11,1,635,740
34,10,1,393,543
34,23,2,1307,473
34,18,1,950,403
34,17,2,1269,742
34,13,1,1344,436
34,15,1,1446,497
34,3,2,258,567
34,8,1,1066,518
34,5,2,1068,876
34,14,2,812,452
34,29,2,990,255
34,22,2,1258,850
35,1,1,1064,713
35,22,2,1244,851
35,4,2,389,343
35,6,2,755,675
35,11,1,642,741
35,10,1,394,543
35,23,2,1306,473
35,9,1,1629,726
35,18,1,950,403
35,7,2,299,813
35,17,2,1265,739
35,13,1,1345,437
35,15,1,1449,497
35,3,2,257,567
35,8,1,1066,517
35,5,2,1062,878
35,14,2,816,463
35,29,2,990,256
36,7,2,292,815
36,1,1,1061,712
36,22,2,1238,851
36,4,2,389,343
36,10,1,393,544
36,6,2,757,675
36,11,1,649,739
36,23,2,1307,473
36,17,2,1263,736
36,18,1,951,403
36,9,1,1620,728
36,13,1,1347,437
36,15,1,1452,496
36,8,1,1066,518
36,3,2,257,568
36,5,2,1049,878
36,14,2,817,464
36,29,2,991,256
37,11,1,658,739
37,1,1,1060,713
37,22,2,1230,853
37,9,1,1614,730
37,7,2,284,816
37,4,2,389,344
37,10,1,392,544
37,23,2,1307,473
37,17,2,1259,735
37,3,2,255,569
37,6,2,758,677
37,8,1,1065,519
37,15,1,1452,496
37,13,1,1347,437
37,18,1,952,403
37,5,2,1033,879
37,14,2,818,464
37,29,2,991,255
38,1,1,1058,713
38,11,1,663,741
38,3,2,254,568
38,4,2,390,344
38,10,1,392,545
38,22,2,1226,853
38,9,1,1611,732
38,5,2,1017,879
38,6,2,759,682
38,23,2,1308,473
38,7,2,280,818
38,8,1,1064,520
38,15,1,1456,497
38,13,1,1347,438
38,18,1,953,403
38,17,2,1256,734
38,14,2,819,464
38,16,1,1188,343
38,29,2,991,255
39,1,1,1057,714
39,6,2,762,685
39,3,2,254,568
39,9,1,1612,732
39,10,1,393,545
39,4,2,391,345
39,23,2,1310,474
39,7,2,276,819
39,22,2,1217,853
39,15,1,1460,498
39,11,1,667,743
39,8,1,1064,522
39,16,1,1191,344
39,5,2,1009,877
39,13,1,1347,437
39,14,2,821,464
39,18,1,954,402
39,17,2,1252,731
40,1,1,1058,714
40,9,1,1613,731
40,3,2,252,568
40,6,2,766,687
40,4,2,393,344
40,15,1,1463,501
40,23,2,1311,474
40,16,1,1195,346
40,7,2,271,819
40,10,1,394,546
40,5,2,996,874
40,22,2,1198,856
40,14,2,823,465
40,8,1,1066,521
40,13,1,1351,437
40,11,1,671,743
40,17,2,1250,728
40,18,1,955,404
41,5,2,986,873
41,1,1,1058,713
41,9,1,1611,730
41,6,2,768,689
41,11,1,676,745
41,3,2,251,568
41,7,2,267,821
41,22,2,1191,857
41,4,2,394,345
41,15,1,1465,502
41,16,1,1197,348
41,23,2,1314,473
41,10,1,396,546
41,14,2,825,465
41,13,1,1352,437
41,8,1,1066,524
41,17,2,1250,727
42,9,1,1609,730
42,11,1,679,745
42,1,1,1057,713
42,3,2,251,566
42,22,2,1188,858
42,5,2,976,873
42,16,1,1201,348
42,7,2,264,821
42,23,2,1316,474
42,10,1,399,547
42,14,2,826,465
42,19,2,1265,392
42,15,1,1469,504
42,13,1,1355,436
42,6,2,774,689
42,4,2,399,345
42,8,1,1068,525
42,17,2,1250,728
43,9,1,1607,729
43,7,2,264,822
43,11,1,680,745
43,16,1,1205,348
43,1,1,1053,712
43,3,2,251,567
43,6,2,778,690
43,5,2,967,874
43,22,2,1183,858
43,4,2,401,344
43,14,2,831,466
43,17,2,1249,728
43,19,2,1268,392
43,23,2,1319,474
43,13,1,1357,437
43,8,1,1068,526
43,10,1,403,547
43,15,1,1473,506
43,29,2,1004,252
44,9,1,1606,729
44,1,1,1050,710
44,7,2,262,821
44,11,1,681,745
44,4,2,404,344
44,3,2,251,566
44,6,2,786,688
44,19,2,1269,392
44,22,2,1178,858
44,8,1,1073,526
44,14,2,832,466
44,17,2,1251,728
44,23,2,1322,475
44,5,2,954,873
44,16,1,1209,349
44,10,1,406,547
44,29,2,1006,252
44,13,1,1359,437
44,18,1,965,405
44,15,1,1479,504
45,9,1,1605,729
45,11,1,683,742
45,7,2,259,821
45,6,2,792,688
45,1,1,1048,709
45,18,1,969,405
45,5,2,945,872
45,4,2,408,344
45,22,2,1175,855
45,19,2,1271,392
45,3,2,252,567
45,17,2,1252,727
45,13,1,1363,437
45,8,1,1074,525
45,16,1,1213,347
45,15,1,1481,504
45,14,2,833,465
45,29,2,1008,252
45,10,1,409,545
45,23,2,1324,475
46,22,2,1166,853
46,11,1,683,741
46,6,2,796,688
46,5,2,934,871
46,1,1,1044,709
46,9,1,1598,730
46,18,1,970,406
46,7,2,257,821
46,10,1,413,545
46,16,1,1216,347
46,19,2,1275,392
46,4,2,410,344
46,13,1,1367,437
46,17,2,1252,726
46,29,2,1011,250
46,15,1,1484,504
46,8,1,1075,525
46,3,2,254,567
46,14,2,832,465
46,23,2,1325,475
47,5,2,914,870
47,6,2,800,690
47,18,1,975,406
47,11,1,683,740
47,1,1,1040,709
47,10,1,416,543
47,29,2,1013,251
47,19,2,1277,392
47,17,2,1254,725
47,15,1,1486,504
47,22,2,1155,852
47,16,1,1219,347
47,13,1,1370,435
47,9,1,1588,731
47,8,1,1075,526
47,4,2,414,342
47,7,2,247,819
47,3,2,256,567
47,14,2,834,466
47,20,1,846,409
48,5,2,902,872
48,9,1,1581,731
48,18,1,977,406
48,6,2,805,691
48,1,1,1041,709
48,29,2,1015,251
48,11,1,680,741
48,10,1,417,544
48,15,1,1489,505
48,4,2,416,342
48,19,2,1279,392
48,8,1,1076,526
48,7,2,241,819
48,16,1,1223,346
48,3,2,260,568
48,17,2,1255,723
48,13,1,1372,437
48,14,2,840,466
48,20,1,849,412
48,22,2,1147,851
49,9,1,1581,730
49,5,2,892,874
49,18,1,979,407
49,1,1,1043,708
49,11,1,677,741
49,4,2,418,342
49,22,2,1138,852
49,10,1,420,544
49,15,1,1490,506
49,3,2,262,569
49,29,2,1018,251
49,8,1,1076,529
49,19,2,1282,392
49,7,2,239,817
49,6,2,811,693
49,13,1,1375,438
49,16,1,1225,346
49,17,2,1255,722
49,14,2,843,467
50,9,1,1579,729
50,5,2,884,875
50,1,1,1043,710
50,18,1,980,407
50,4,2,421,341
50,11,1,674,743
50,15,1,1491,508
50,10,1,421,544
50,3,2,262,569
50,6,2,814,696
50,22,2,1122,850
50,7,2,234,818
50,29,2,1019,251
50,13,1,1377,438
50,19,2,1283,393
50,16,1,1228,349
50,8,1,1076,530
50,23,2,1334,475
50,17,2,1256,721
50,14,2,844,467
51,5,2,871,874
51,9,1,1576,729
51,22,2,1115,847
51,1,1,1043,710
51,4,2,423,340
51,18,1,983,406
51,6,2,817,697
51,15,1,1494,510
51,10,1,423,544
51,3,2,262,569
51,23,2,1337,474
51,11,1,674,743
51,29,2,1021,251
51,16,1,1231,350
51,7,2,228,819
51,13,1,1379,438
51,8,1,1077,531
51,19,2,1285,393
51,17,2,1256,719
51,14,2,849,469
52,5,2,871,872
52,9,1,1575,726
52,4,2,425,339
52,1,1,1042,711
52,6,2,822,698
52,22,2,1110,842
52,10,1,426,545
52,18,1,984,405
52,15,1,1496,511
52,23,2,1339,475
52,7,2,226,820
52,3,2,263,568
52,13,1,1384,440
52,8,1,1078,530
52,16,1,1233,351
52,11,1,671,744
52,29,2,1026,248
52,19,2,1286,393
52,14,2,854,466
52,17,2,1257,715
53,5,2,864,870
53,9,1,1572,724
53,4,2,429,340
53,6,2,824,697
53,22,2,1102,842
53,10,1,430,544
53,1,1,1041,710
53,23,2,1342,474
53,7,2,220,820
53,15,1,1497,511
53,18,1,987,406
53,11,1,670,742
53,8,1,1080,529
53,13,1,1384,440
53,3,2,263,567
53,16,1,1237,350
53,14,2,855,467
53,29,2,1027,248
53,20,1,865,411
53,17,2,1252,711
54,7,2,220,822
54,6,2,828,696
54,5,2,856,870
54,10,1,431,545
54,4,2,431,339
54,1,1,1041,709
54,9,1,1567,727
54,23,2,1343,474
54,8,1,1081,528
54,15,1,1500,511
54,22,2,1091,840
54,11,1,666,743
54,14,2,856,466
54,13,1,1388,439
54,16,1,1240,350
54,18,1,990,406
54,3,2,264,568
55,7,2,220,823
55,6,2,834,694
55,10,1,434,544
55,15,1,1501,513
55,22,2,1080,841
55,11,1,664,744
55,8,1,1082,528
55,23,2,1346,475
55,5,2,850,870
55,14,2,858,466
55,1,1,1041,708
55,16,1,1242,350
55,4,2,435,339
55,13,1,1390,438
55,18,1,992,405
55,3,2,264,568
55,9,1,1560,728
56,7,2,219,822
56,6,2,838,694
56,11,1,664,747
56,22,2,1074,841
56,10,1,436,545
56,8,1,1083,529
56,23,2,1347,475
56,15,1,1504,512
56,14,2,859,467
56,3,2,264,569
56,16,1,1244,349
56,5,2,846,869
56,18,1,993,406
56,9,1,1552,727
56,13,1,1393,439
56,1,1,1037,707
56,4,2,437,339
57,7,2,219,821
57,22,2,1068,840
57,9,1,1544,726
57,6,2,843,693
57,8,1,1085,529
57,11,1,653,748
57,5,2,837,868
57,15,1,1506,514
57,23,2,1350,475
57,14,2,861,467
57,3,2,262,569
57,10,1,438,544
57,18,1,998,407
57,13,1,1395,438
57,16,1,1247,349
57,19,2,1301,391
57,1,1,1037,707
58,7,2,215,821
58,9,1,1541,724
58,22,2,1061,840
58,5,2,831,867
58,8,1,1085,528
58,15,1,1506,515
58,11,1,653,751
58,1,1,1038,706
58,14,2,863,466
58,23,2,1352,474
58,3,2,261,568
58,19,2,1302,391
58,6,2,847,693
58,10,1,441,544
58,18,1,1000,407
58,29,2,1041,247
58,16,1,1248,349
58,13,1,1398,439
58,17,2,1259,702
59,9,1,1540,720
59,5,2,826,866
59,18,1,1004,406
59,11,1,649,752
59,22,2,1054,839
59,1,1,1039,705
59,3,2,263,568
59,8,1,1084,528
59,7,2,209,818
59,23,2,1354,474
59,14,2,866,466
59,6,2,851,695
59,19,2,1304,393
59,15,1,1509,516
59,10,1,445,544
59,29,2,1043,248
59,4,2,448,338
59,17,2,1259,702
59,16,1,1249,350
59,13,1,1400,438
60,9,1,1540,719
60,11,1,646,751
60,18,1,1006,405
60,1,1,1039,705
60,22,2,1049,836
60,5,2,817,865
60,3,2,265,567
60,4,2,452,337
60,8,1,1082,529
60,6,2,856,698
60,23,2,1358,474
60,19,2,1307,393
60,14,2,869,465
60,10,1,447,544
60,7,2,203,818
60,15,1,1510,518
60,29,2,1047,247
60,17,2,1260,701
60,13,1,1405,438
60,20,1,889,411
61,5,2,814,865
61,9,1,1536,717
61,18,1,1008,406
61,4,2,456,336
61,3,2,264,565
61,1,1,1039,706
61,11,1,645,749
61,22,2,1037,834
61,8,1,1079,530
61,6,2,861,698
61,19,2,1309,394
61,10,1,447,544
61,23,2,1361,474
61,7,2,199,817
61,15,1,1512,519
61,20,1,891,411
61,17,2,1262,703
61,13,1,1408,438
61,14,2,873,466
61,29,2,1049,246
62,22,2,1032,833
62,5,2,809,865
62,4,2,459,335
62,8,1,1079,529
62,9,1,1531,717
62,18,1,1010,406
62,1,1,1041,706
62,10,1,451,544
62,11,1,644,748
62,3,2,264,563
62,23,2,1362,474
62,6,2,867,702
62,7,2,196,816
62,19,2,1311,393
62,17,2,1263,703
62,14,2,875,467
62,15,1,1513,522
62,13,1,1411,439
62,29,2,1052,246
62,20,1,893,411
63,22,2,1026,834
63,5,2,806,866
63,4,2,463,334
63,18,1,1011,406
63,8,1,1085,530
63,10,1,452,544
63,3,2,263,562
63,1,1,1041,707
63,6,2,871,703
63,17,2,1266,703
63,15,1,1516,523
63,11,1,638,747
63,7,2,189,816
63,19,2,1314,393
63,9,1,1529,718
63,14,2,880,467
63,23,2,1363,475
63,13,1,1414,440
63,29,2,1057,246
63,20,1,896,412
63,16,1,1264,351
64,22,2,1020,835
64,5,2,803,867
64,4,2,467,334
64,18,1,1010,406
64,8,1,1085,529
64,1,1,1044,707
64,6,2,874,704
64,10,1,457,545
64,17,2,1268,700
64,11,1,619,749
64,3,2,262,563
64,16,1,1266,352
64,23,2,1369,475
64,19,2,1318,394
64,15,1,1519,521
64,7,2,187,818
64,13,1,1417,440
64,14,2,884,468
64,20,1,899,411
64,29,2,1060,246
64,9,1,1522,718
65,22,2,1017,834
65,6,2,878,704
65,5,2,793,867
65,1,1,1045,706
65,23,2,1373,475
65,18,1,1014,407
65,8,1,1088,528
65,17,2,1270,698
65,15,1,1522,520
65,11,1,615,750
65,4,2,470,334
65,10,1,460,544
65,3,2,261,562
65,16,1,1269,352
65,19,2,1321,393
65,13,1,1420,440
65,7,2,184,819
65,9,1,1511,719
65,14,2,888,469
65,20,1,900,412
65,29,2,1062,246
66,22,2,1016,834
66,6,2,880,704
66,7,2,181,821
66,18,1,1015,407
66,23,2,1376,475
66,8,1,1088,527
66,1,1,1047,705
66,17,2,1271,694
66,5,2,790,867
66,14,2,890,469
66,10,1,464,545
66,11,1,614,751
66,15,1,1523,520
66,9,1,1508,716
66,16,1,1273,351
66,4,2,473,333
66,13,1,1422,440
66,3,2,259,561
66,20,1,902,412
66,19,2,1324,393
67,7,2,179,820
67,6,2,883,703
67,18,1,1020,408
67,22,2,1013,833
67,14,2,892,468
67,5,2,789,866
67,10,1,466,545
67,23,2,1379,474
67,17,2,1273,691
67,1,1,1043,704
67,8,1,1088,527
67,15,1,1525,520
67,4,2,477,332
67,11,1,613,751
67,9,1,1504,715
67,16,1,1276,353
67,13,1,1423,441
67,3,2,256,560
67,20,1,903,411
68,7,2,179,818
68,18,1,1021,408
68,5,2,784,866
68,22,2,1009,830
68,14,2,895,467
68,23,2,1382,474
68,9,1,1504,714
68,6,2,884,703
68,17,2,1275,689
68,1,1,1044,703
68,15,1,1526,522
68,10,1,469,545
68,16,1,1279,352
68,8,1,1085,528
68,11,1,609,752
68,4,2,481,331
68,13,1,1422,442
68,3,2,258,560
69,7,2,180,818
69,9,1,1503,712
69,18,1,1026,408
69,22,2,1003,828
69,15,1,1529,523
69,14,2,898,466
69,17,2,1277,688
69,5,2,778,867
69,6,2,884,703
69,23,2,1385,473
69,16,1,1284,352
69,1,1,1044,703
69,10,1,472,545
